id,city,state,yob
OHX-59443580-f-947441-Cj,Saint Paul,Minnesota,6
OHX-74665277-z-657799-Sq,#N/A,#N/A,13
OHY-81959570-a-096052-8C,Philadelphia,Pennsylvania,0
OHY-99245841-1-801698-al,#N/A,#N/A,6
OHZ-02575733-B-782281-O1,Racine,Wisconsin,1
OHZ-44364396-J-656939-s9,#N/A,#N/A,3
OIA-54039958-z-612648-zK,Detroit,Michigan,7
OIB-30175281-Q-107828-8O,#N/A,#N/A,11
OIB-30391945-L-816157-0B,#N/A,#N/A,8
OIB-46578344-q-567818-t6,#N/A,#N/A,8
OIB-60126520-e-484474-qg,Scottsdale,Arizona,4
OIB-73651068-t-210270-rV,#N/A,#N/A,7
OIC-02844432-1-109028-rn,#N/A,#N/A,2
OIC-33940824-R-703303-Po,#N/A,#N/A,11
OIC-57200255-z-609708-Li,Portland,Oregon,10
OIE-72097639-f-649550-Uc,#N/A,#N/A,4
OIF-14465314-Z-993090-Qh,#N/A,#N/A,7
OIF-17339396-Z-311689-3K,#N/A,#N/A,7
OIF-57585860-K-118118-dE,#N/A,#N/A,11
OIF-62060898-8-620893-Wu,#N/A,#N/A,11
OIF-70424111-B-886856-lD,San Francisco,California,7
OIG-53526536-2-197346-D2,Los Angeles,California,3
OIH-50775279-P-887395-cR,#N/A,#N/A,4
OIH-70033296-6-527299-Hr,Pittsburgh,Pennsylvania,11
OIJ-68191234-f-430910-cK,#N/A,#N/A,6
OIJ-80511914-Q-060987-9H,#N/A,#N/A,10
OIK-20365259-t-430736-bw,San Antonio,Texas,13
OIK-22024050-k-350361-gX,West Palm Beach,Florida,3
OIK-98554494-9-893612-dg,Las Vegas,Nevada,9
OIN-07765862-U-763016-qP,Los Angeles,California,8
OIN-29728422-w-975472-ts,#N/A,#N/A,12
OIO-12392488-5-797120-CA,Charleston,South Carolina,8
OIO-49039162-7-091623-Bz,#N/A,#N/A,10
OIO-82894261-A-356913-Ov,#N/A,#N/A,11
OIP-47012627-r-358111-tv,Louisville,Kentucky,0
OIP-71778715-B-613110-TN,Fort Lauderdale,Florida,6
OIQ-30180148-L-304813-Kb,Lancaster,Pennsylvania,8
OIQ-38638208-B-480109-IS,#N/A,#N/A,10
OIQ-67583814-4-302039-bM,#N/A,#N/A,7
OIQ-87755243-O-327594-bB,Portland,Oregon,4
OIR-61779125-l-231159-lu,#N/A,#N/A,4
OIS-98877204-q-929320-ed,#N/A,#N/A,0
OIT-41248697-R-688716-ZB,#N/A,#N/A,7
OIT-41453944-g-735062-67,Minneapolis,Minnesota,1
OIT-48189767-6-716517-vd,#N/A,#N/A,10
OIT-58629819-t-074872-8W,#N/A,#N/A,2
OIT-88090909-D-306817-4Q,#N/A,#N/A,4
OIU-20077882-F-133290-68,#N/A,#N/A,7
OIU-23558527-w-866557-Qd,#N/A,#N/A,10
OIU-68760717-g-285090-gk,#N/A,#N/A,2
OIU-75892505-G-921984-Fq,Suffolk,Virginia,6
OIV-24622208-O-142901-wr,#N/A,#N/A,11
OIV-28016975-a-543251-0g,#N/A,#N/A,13
OIY-07714967-v-594590-ac,#N/A,#N/A,12
OIY-09718419-n-529858-Iw,#N/A,#N/A,4
OIY-41694419-x-535481-3N,#N/A,#N/A,12
OJA-53602952-L-888907-zc,#N/A,#N/A,9
OJA-77517382-L-149686-za,Jacksonville,Florida,3
OJC-04799392-p-436995-ry,#N/A,#N/A,0
OJC-16319827-s-517568-a1,#N/A,#N/A,1
OJC-36795143-B-256426-vJ,#N/A,#N/A,3
OJC-44236874-c-206234-bQ,Jacksonville,Florida,3
OJC-77727681-c-663040-rg,#N/A,#N/A,3
OJC-84808316-b-979355-oo,Carlsbad,California,5
OJF-52410501-X-036682-ZZ,#N/A,#N/A,6
OJG-62372950-6-327753-9M,#N/A,#N/A,8
OJH-04350610-t-644132-rv,#N/A,#N/A,0
OJH-62416277-c-433513-un,Houston,Texas,7
OJI-32358059-v-570137-MG,#N/A,#N/A,10
OJI-56178961-W-939068-ix,Las Vegas,Nevada,8
OJJ-50325462-L-481352-pI,Little Rock,Arkansas,1
OJJ-65806219-D-207639-5q,#N/A,#N/A,1
OJJ-83745160-y-841068-F0,#N/A,#N/A,1
OJK-18918069-H-692262-NH,Durham,North Carolina,8
OJK-28855490-V-520509-rl,#N/A,#N/A,11
OJL-40384314-X-603535-RY,Palmdale,California,12
OJM-53366297-A-705772-eB,#N/A,#N/A,12
OJM-94619916-h-712802-sP,Bellevue,Washington,6
OJN-05466520-Q-944019-fF,#N/A,#N/A,1
OJN-35566244-B-272467-fc,#N/A,#N/A,11
OJN-55225239-p-520290-Yb,Houston,Texas,2
OJN-66915645-T-164672-ew,#N/A,#N/A,13
OJN-67125156-L-817921-tT,Memphis,Tennessee,8
OJO-07773207-L-682852-mn,Augusta,Georgia,0
OJO-11734604-s-855072-k6,South Bend,Indiana,10
OJP-44402946-f-610899-Va,San Antonio,Texas,11
OJP-76573553-I-131009-Ry,New York City,New York,9
OJQ-11428643-U-125713-dv,Richmond,Virginia,10
OJQ-23217732-X-885104-sI,#N/A,#N/A,10
OJQ-25513184-G-079923-hN,#N/A,#N/A,2
OJQ-78219960-A-708775-ta,#N/A,#N/A,4
OJR-74594042-W-227010-91,New Orleans,Louisiana,12
OJT-42875157-V-675106-bA,#N/A,#N/A,0
OJU-71614375-q-653315-1L,Baltimore,Maryland,4
OJU-74580986-6-846051-1I,Raleigh,North Carolina,12
OJV-00818529-P-028866-iB,#N/A,#N/A,6
OJV-35817947-M-523018-Lh,#N/A,#N/A,2
OJW-02922405-l-079917-Z2,#N/A,#N/A,2
OJW-25506078-w-969373-0t,El Paso,Texas,12
OJY-36081184-K-937569-Kr,#N/A,#N/A,7
OJY-48525380-5-537105-hL,Richmond,Virginia,8
OJY-93181287-b-998958-5T,#N/A,#N/A,5
OJZ-37514252-n-923655-N1,#N/A,#N/A,10
OJZ-66840228-b-759557-T5,#N/A,#N/A,4
OKA-02633053-5-305331-v3,#N/A,#N/A,9
OKB-30791054-a-660350-PY,Saint Petersburg,Florida,10
OKB-48692042-F-222527-K6,Anaheim,California,3
OKB-83151741-q-267765-b2,San Antonio,Texas,11
OKC-75003191-W-662909-zi,#N/A,#N/A,11
OKC-98630453-4-383357-2a,#N/A,#N/A,9
OKC-99398952-B-942217-WN,New Orleans,Louisiana,12
OKE-27181077-r-318691-Az,Newport News,Virginia,6
OKE-44195105-I-277851-US,Boise,Idaho,1
OKE-91860936-v-210638-Nn,Washington,District of Columbia,11
OKF-69253762-m-700955-qo,#N/A,#N/A,2
OKF-83739964-4-917753-tg,Oklahoma City,Oklahoma,12
OKF-87030996-s-391497-VV,#N/A,#N/A,10
OKG-58024041-L-394738-PY,Rochester,Minnesota,5
OKG-95591533-h-432033-SE,#N/A,#N/A,10
OKI-12922863-p-737588-yj,Berkeley,California,3
OKI-16365211-6-087049-Nc,Atlanta,Georgia,3
OKJ-16543152-q-337305-Pr,Tallahassee,Florida,10
OKJ-22950963-O-833886-rY,Northridge,California,13
OKJ-40380550-d-029976-TG,#N/A,#N/A,2
OKK-04567923-c-097420-oU,Long Beach,California,1
OKK-85239994-R-179502-Ga,#N/A,#N/A,3
OKL-70773368-a-881335-nF,Lynn,Massachusetts,12
OKM-41924719-o-060557-oo,#N/A,#N/A,7
OKM-86704039-q-358907-y0,Dayton,Ohio,2
OKN-81538215-N-597611-f1,Miami Beach,Florida,12
OKO-22004265-o-177063-qT,#N/A,#N/A,6
OKO-54133582-7-184420-F7,#N/A,#N/A,0
OKO-62287460-K-552313-yb,Washington,District of Columbia,9
OKO-64283285-l-521954-XZ,Boise,Idaho,4
OKQ-04914895-6-406490-3R,#N/A,#N/A,11
OKQ-27683681-6-966940-nD,#N/A,#N/A,8
OKQ-31259360-D-591458-Dn,#N/A,#N/A,11
OKQ-73559545-F-317861-wU,#N/A,#N/A,10
OKR-12113069-Q-534727-ed,#N/A,#N/A,3
OKR-33999019-6-753533-js,Las Vegas,Nevada,8
OKR-52703369-3-239917-MI,Springfield,Massachusetts,13
OKS-03711369-a-500074-HM,#N/A,#N/A,9
OKS-08835988-Q-231284-rw,#N/A,#N/A,7
OKS-12021479-l-456802-kG,#N/A,#N/A,1
OKS-75736900-N-327303-aD,#N/A,#N/A,9
OKT-23554135-U-885557-tw,#N/A,#N/A,7
OKT-94171897-J-081693-pa,Roanoke,Virginia,4
OKV-46946676-4-491795-ez,#N/A,#N/A,3
OKV-92551627-s-039349-WP,#N/A,#N/A,5
OKW-25011060-e-698797-rs,Memphis,Tennessee,2
OKW-47412776-1-607050-sQ,New York City,New York,7
OKW-82635488-9-505298-aN,#N/A,#N/A,1
OKW-92828073-S-612048-Cl,Charlotte,North Carolina,9
OKX-19851167-6-476586-Sr,#N/A,#N/A,13
OKY-43880555-O-288538-3a,Huntsville,Texas,7
OKY-67053308-s-097948-E6,#N/A,#N/A,7
OKZ-00177120-m-819846-pD,Ventura,California,6
OKZ-05046000-N-690389-C7,#N/A,#N/A,1
OKZ-58146271-i-417855-m8,Abilene,Texas,9
OLA-93285624-P-268874-XX,Topeka,Kansas,11
OLB-16467484-Q-942129-nH,Bridgeport,Connecticut,11
OLB-20275661-P-140538-Ud,Irvine,California,1
OLB-26896002-R-284854-aK,#N/A,#N/A,11
OLC-68307642-O-408568-7k,Lehigh Acres,Florida,5
OLD-51870267-O-332948-fn,#N/A,#N/A,9
OLE-07660726-F-785936-5u,#N/A,#N/A,4
OLE-24803612-9-664326-tH,Los Angeles,California,13
OLF-04472178-y-067925-b8,#N/A,#N/A,0
OLF-64736598-s-233779-Tl,Charlotte,North Carolina,13
OLF-75182990-O-683642-Rk,#N/A,#N/A,9
OLG-36823588-R-119074-vQ,#N/A,#N/A,0
OLH-43781538-N-216622-ud,Charlottesville,Virginia,1
OLI-64563246-g-931144-Rz,Tucson,Arizona,4
OLJ-31670565-G-552879-mH,Birmingham,Alabama,8
OLJ-72093957-p-955506-ZH,San Antonio,Texas,7
OLK-46871304-D-603941-LQ,#N/A,#N/A,9
OLK-91805261-o-039093-BF,#N/A,#N/A,13
OLL-94797083-n-104214-MT,Washington,District of Columbia,0
OLL-99311289-O-731504-nJ,Amarillo,Texas,0
OLM-60905010-V-046810-TJ,Spokane,Washington,7
OLO-46031222-1-048819-fP,#N/A,#N/A,6
OLO-65261525-N-760634-g2,Las Cruces,New Mexico,7
OLP-05441255-l-426456-Lm,#N/A,#N/A,11
OLP-38117734-5-839403-rx,#N/A,#N/A,3
OLR-11326575-n-165635-8X,#N/A,#N/A,5
OLR-49514950-f-871114-Lc,Visalia,California,2
OLS-88333518-s-194514-Vt,Asheville,North Carolina,2
OLT-29439074-w-795438-cW,#N/A,#N/A,8
OLV-20953749-z-796421-oa,Flushing,New York,5
OLV-24145481-T-983091-KE,#N/A,#N/A,11
OLV-46823695-E-677865-ST,#N/A,#N/A,4
OLV-56058554-7-377630-j7,#N/A,#N/A,6
OLV-88672580-G-320791-ec,San Diego,California,5
OLW-04440794-B-929023-51,#N/A,#N/A,11
OLW-05646272-Q-130021-YM,Saint Louis,Missouri,7
OLW-44039647-r-890546-rO,#N/A,#N/A,3
OLW-66353239-b-893196-FO,Harrisburg,Pennsylvania,7
OLX-25816214-q-667188-TT,Santa Barbara,California,10
OLX-34838942-V-037608-MS,#N/A,#N/A,13
OLX-35640797-O-616153-rT,Charlotte,North Carolina,1
OLY-17705186-3-647605-Rs,#N/A,#N/A,5
OLY-31478141-n-820999-KR,#N/A,#N/A,12
OLY-66518084-g-139723-oO,#N/A,#N/A,2
OLY-94511443-P-845584-IX,#N/A,#N/A,13
OLZ-10408034-w-080690-tJ,#N/A,#N/A,0
OLZ-21642614-1-141161-rc,Battle Creek,Michigan,11
OLZ-60879707-Y-588542-uM,New Orleans,Louisiana,1
OMA-26865399-3-209517-4k,Oceanside,California,6
OMA-36452122-Z-151526-MV,Hampton,Virginia,10
OMB-03910487-j-561886-wI,Chicago,Illinois,5
OMB-11472345-p-939526-iL,Philadelphia,Pennsylvania,3
OMB-18188810-t-035544-Of,#N/A,#N/A,10
OMC-17545928-F-648920-50,Santa Ana,California,7
OMC-18291737-c-254367-P9,#N/A,#N/A,9
OMC-32069640-T-676089-Vb,Columbus,Georgia,4
OMC-35185591-a-346427-wU,#N/A,#N/A,0
OMD-41213205-u-340795-XV,#N/A,#N/A,6
OMD-53037087-m-229215-pt,Springfield,Illinois,6
OME-08937892-T-761495-MV,Fort Wayne,Indiana,8
OME-09371685-B-093460-do,Austin,Texas,11
OMF-92686115-l-575046-7S,#N/A,#N/A,3
OMH-81450568-O-526229-73,#N/A,#N/A,11
OMH-82584269-N-863704-bI,#N/A,#N/A,10
OMH-94084897-l-696147-Qy,Aurora,Colorado,4
OMI-04711695-E-338028-Jz,Miami,Florida,2
OMI-20440897-0-261221-jh,#N/A,#N/A,2
OMI-26217363-s-531122-R4,Charleston,South Carolina,7
OMJ-22602528-A-097266-oa,El Paso,Texas,0
OMK-39143271-l-167713-bs,#N/A,#N/A,11
OMK-90940696-a-677208-uB,Pueblo,Colorado,9
OML-62819818-z-431006-eU,Salt Lake City,Utah,12
OML-79696412-F-038475-Fk,#N/A,#N/A,12
OMO-48646697-H-664294-tl,#N/A,#N/A,13
OMQ-07072455-8-117925-X0,#N/A,#N/A,11
OMS-05142556-x-908668-Fh,Boynton Beach,Florida,2
OMS-35127351-A-022544-NN,#N/A,#N/A,3
OMS-67407187-7-599849-21,San Francisco,California,5
OMS-80951055-G-530044-jp,Wilmington,Delaware,8
OMT-02334402-l-949288-LD,#N/A,#N/A,2
OMT-92972152-G-322857-uu,#N/A,#N/A,7
OMT-97281184-C-681815-g8,#N/A,#N/A,10
OMU-18128302-i-915369-Nk,Monroe,Louisiana,2
OMU-39812965-T-968583-r8,Trenton,New Jersey,9
OMU-51678798-o-941589-AA,#N/A,#N/A,7
OMU-72518156-r-727837-qG,#N/A,#N/A,4
OMW-05187030-3-506658-B5,Ridgely,Maryland,5
OMW-10688997-x-223220-m0,Washington,District of Columbia,7
OMW-93052055-2-520083-1E,#N/A,#N/A,9
OMY-25635750-N-886040-ZT,#N/A,#N/A,5
ONA-09307929-n-738337-dW,#N/A,#N/A,8
ONA-77859498-U-370965-XM,#N/A,#N/A,7
ONB-21037869-I-361018-LO,Reno,Nevada,4
ONB-62301900-z-145490-6E,Nashville,Tennessee,11
ONC-31528112-u-605946-iz,Washington,District of Columbia,6
ONC-34736018-b-402926-LU,Memphis,Tennessee,0
ONC-98281860-q-390982-o7,Orlando,Florida,7
ONE-51612306-U-686570-FI,#N/A,#N/A,11
ONE-65496682-f-664526-aA,#N/A,#N/A,13
ONE-99892322-T-288126-et,#N/A,#N/A,6
ONF-82530421-d-693546-i5,Scranton,Pennsylvania,13
ONG-22274561-h-050527-BE,#N/A,#N/A,0
ONH-10974837-n-979536-ED,#N/A,#N/A,8
ONH-78821277-v-406853-wA,#N/A,#N/A,9
ONI-03346932-s-989641-FN,Albuquerque,New Mexico,10
ONI-97642619-n-455739-Tt,Appleton,Wisconsin,13
ONJ-48455551-X-807228-wC,#N/A,#N/A,13
ONK-22654644-L-089190-KT,El Paso,Texas,3
ONK-61205472-L-454138-oE,#N/A,#N/A,6
ONL-58227568-I-945002-kv,#N/A,#N/A,12
ONL-82880191-c-962904-Kb,Miami,Florida,2
ONL-83748518-U-129538-uY,Van Nuys,California,1
ONM-41167766-4-394338-UN,#N/A,#N/A,10
ONM-47901319-G-508896-8O,#N/A,#N/A,0
ONN-56649576-H-328176-eH,Orange,California,1
ONN-88668049-6-125003-TO,#N/A,#N/A,6
ONP-56056573-E-567331-Fk,Florence,South Carolina,6
ONQ-01771446-P-604919-Ek,#N/A,#N/A,9
ONQ-66113132-F-877084-kR,Pasadena,California,5
ONQ-96523781-9-157384-F7,#N/A,#N/A,11
ONR-80484465-e-539141-09,Columbia,South Carolina,9
ONS-01245283-7-891377-Lu,Camden,New Jersey,9
ONS-35702546-j-632850-kv,Monticello,Minnesota,13
ONT-98565981-e-819282-Ts,#N/A,#N/A,5
ONU-22239654-K-995196-fF,#N/A,#N/A,8
ONU-61239872-8-179075-UX,New York City,New York,7
ONU-68108326-0-046809-xi,Saint Petersburg,Florida,1
ONV-41571681-w-055722-o9,#N/A,#N/A,13
ONX-07947894-X-215502-D0,#N/A,#N/A,2
ONX-35522561-L-955482-N8,#N/A,#N/A,5
ONX-60826546-p-689491-h1,El Paso,Texas,3
ONX-68900847-E-317836-6c,#N/A,#N/A,3
ONX-69440936-7-455386-ET,#N/A,#N/A,0
ONX-91697708-Z-048886-Jq,Salt Lake City,Utah,8
ONY-12309885-j-250577-oU,Alhambra,California,3
ONY-18386348-6-839667-N4,#N/A,#N/A,3
ONY-31912087-j-155767-zP,Clearwater,Florida,0
ONY-49681877-H-632726-ub,#N/A,#N/A,9
OOA-51079973-5-347752-li,Erie,Pennsylvania,8
OOA-55316555-d-768194-Q0,#N/A,#N/A,9
OOA-57466043-M-545791-wi,Lake Charles,Louisiana,12
OOA-58722875-3-668026-Ti,#N/A,#N/A,6
OOB-54045116-I-231339-64,Indianapolis,Indiana,7
OOC-17480170-c-561335-ip,Denver,Colorado,8
OOC-36795038-u-988813-x9,Shreveport,Louisiana,5
OOC-48029341-H-131728-ST,Trenton,New Jersey,1
OOC-52967310-H-618327-f4,#N/A,#N/A,0
OOC-61467787-x-807502-zM,#N/A,#N/A,1
OOD-37814163-x-226213-gi,#N/A,#N/A,12
OOE-23463266-6-509921-WS,#N/A,#N/A,1
OOE-35381680-4-121133-gU,#N/A,#N/A,8
OOE-38083945-3-622818-5D,#N/A,#N/A,1
OOE-65278454-5-910624-We,Colorado Springs,Colorado,13
OOE-81403418-0-643223-FI,#N/A,#N/A,13
OOF-23230361-F-581132-kI,#N/A,#N/A,13
OOG-02568023-a-535079-Ii,#N/A,#N/A,0
OOG-24066498-d-110648-H7,Washington,District of Columbia,2
OOH-22998075-2-435197-75,#N/A,#N/A,2
OOH-71631203-B-887619-p1,San Luis Obispo,California,0
OOI-12354941-T-038375-Ju,Stockton,California,9
OOI-41040813-q-123129-9H,#N/A,#N/A,11
OOJ-37865310-S-929875-z9,Gilbert,Arizona,12
OOK-77884607-p-236941-W4,Trenton,New Jersey,9
OOL-81101576-9-786089-gk,#N/A,#N/A,9
OOM-94335676-X-345083-mE,Mobile,Alabama,11
OON-67380812-W-310309-FY,#N/A,#N/A,13
OOO-73453724-U-645754-Vz,Panama City,Florida,10
OOP-11002837-N-790703-F5,#N/A,#N/A,7
OOP-18046567-U-387980-zP,#N/A,#N/A,3
OOP-74805722-i-685206-Uv,#N/A,#N/A,8
OOQ-14809556-j-008006-pz,#N/A,#N/A,5
OOR-17971494-i-311571-PR,Phoenix,Arizona,1
OOR-24149130-J-058754-Te,Columbus,Ohio,12
OOR-55308916-e-730376-Um,#N/A,#N/A,8
OOR-65836138-c-974767-Dt,Erie,Pennsylvania,2
OOS-02272001-T-711948-ES,Topeka,Kansas,13
OOS-93611917-L-272885-hp,#N/A,#N/A,0
OOT-81518216-c-706198-Z1,New York City,New York,2
OOT-96081851-o-828431-59,#N/A,#N/A,2
OOU-02029558-n-750876-Rt,Kansas City,Missouri,12
OOU-26803239-n-812859-BU,#N/A,#N/A,0
OOV-51693117-R-936263-BE,Newport News,Virginia,0
OOV-74636530-C-509086-44,Corpus Christi,Texas,5
OOV-74924353-a-389511-7t,#N/A,#N/A,7
OOW-11291154-c-933716-Yz,#N/A,#N/A,12
OOW-13097952-c-309038-xN,#N/A,#N/A,12
OOW-35202480-9-196614-L7,Corpus Christi,Texas,8
OOW-52681433-r-446620-C3,#N/A,#N/A,10
OOW-59753974-q-246396-3f,#N/A,#N/A,2
OOX-21197486-0-532597-Rj,Redwood City,California,2
OOZ-07592962-f-789069-wN,#N/A,#N/A,12
OPA-41567356-i-148472-Y6,Gainesville,Florida,10
OPA-95119511-t-934350-Fo,Mobile,Alabama,11
OPB-77910694-i-678016-WV,#N/A,#N/A,9
OPC-42343183-W-467644-1p,#N/A,#N/A,0
OPC-52885198-d-714736-HE,#N/A,#N/A,2
OPC-82924921-Q-765324-NS,#N/A,#N/A,11
OPD-32847042-Q-600630-h8,#N/A,#N/A,4
OPF-02755513-A-146114-5x,#N/A,#N/A,5
OPF-36501510-Z-267280-61,Spartanburg,South Carolina,12
OPG-65572807-6-521248-Pr,#N/A,#N/A,8
OPG-81386915-l-884830-37,New Orleans,Louisiana,11
OPH-76338844-a-203716-ua,#N/A,#N/A,5
OPH-91848234-c-737045-UP,#N/A,#N/A,11
OPI-67042988-S-525195-30,Jackson,Tennessee,2
OPI-67733202-o-006482-5u,San Antonio,Texas,13
OPK-21597452-t-994923-l6,Des Moines,Iowa,4
OPL-13984987-m-901880-um,#N/A,#N/A,4
OPL-42283443-N-447236-t5,New York City,New York,13
OPL-81109994-E-983232-Tc,#N/A,#N/A,5
OPL-85792772-J-077874-fF,#N/A,#N/A,6
OPL-89261396-N-246571-ia,#N/A,#N/A,11
OPM-78298432-L-086092-M7,Brooklyn,New York,12
OPN-87858918-T-958657-2T,#N/A,#N/A,5
OPN-95861046-H-053477-4s,#N/A,#N/A,0
OPN-97192766-p-564093-np,Tulsa,Oklahoma,2
OPO-70213081-i-045612-qS,#N/A,#N/A,3
OPO-89091633-E-698146-n3,#N/A,#N/A,8
OPP-05330153-N-389396-4C,Waterloo,Iowa,7
OPP-77641232-Y-715471-Ue,Erie,Pennsylvania,5
OPQ-47312555-K-587206-vz,#N/A,#N/A,5
OPR-50373638-O-911673-ko,Spokane,Washington,7
OPR-91128778-o-424070-jR,#N/A,#N/A,5
OPS-03841682-x-944528-Ct,Washington,District of Columbia,7
OPS-61122388-1-316363-5q,#N/A,#N/A,5
OPT-32976191-j-009759-8S,Seattle,Washington,6
OPT-34161177-U-338007-WO,Austin,Texas,12
OPT-87998291-3-492526-Dr,#N/A,#N/A,11
OPU-22568633-p-127950-yj,#N/A,#N/A,1
OPU-24242812-D-805139-CT,#N/A,#N/A,4
OPV-15169418-2-655934-vu,Bakersfield,California,5
OPV-37793808-z-257807-Sm,#N/A,#N/A,12
OPW-74702072-B-386722-hY,#N/A,#N/A,2
OPX-19176995-0-557050-s0,#N/A,#N/A,6
OPX-25005600-x-965426-aX,#N/A,#N/A,4
OPX-65925740-x-460247-JK,Tallahassee,Florida,4
OPZ-75507999-e-740221-Oi,#N/A,#N/A,9
OPZ-77569739-O-812613-xk,#N/A,#N/A,13
OQA-13052923-X-548788-Jq,#N/A,#N/A,2
OQA-14245010-r-216439-IE,#N/A,#N/A,7
OQA-17129342-Y-692676-u5,#N/A,#N/A,6
OQD-46520782-X-463724-s8,#N/A,#N/A,6
OQD-62429208-z-184277-4C,#N/A,#N/A,2
OQE-09959899-Z-051719-Zi,#N/A,#N/A,13
OQE-97528947-m-844860-kp,Miami,Florida,9
OQF-70723246-V-387455-hp,#N/A,#N/A,7
OQH-05120655-m-660604-Iv,#N/A,#N/A,6
OQH-20878497-v-246569-C7,#N/A,#N/A,3
OQH-80109604-3-993177-l9,#N/A,#N/A,13
OQI-15160510-f-593482-7L,#N/A,#N/A,7
OQI-98132734-n-575118-18,#N/A,#N/A,6
OQJ-81378546-O-291363-vL,#N/A,#N/A,1
OQK-47744167-W-422402-d0,Kansas City,Missouri,10
OQL-35703909-X-327174-tH,#N/A,#N/A,13
OQM-40743133-5-081820-DY,#N/A,#N/A,7
OQM-52408084-u-285643-fM,#N/A,#N/A,1
OQM-56690782-Y-093414-9p,Dallas,Texas,13
OQM-73452853-c-033739-tL,Humble,Texas,8
OQN-61721944-9-975824-RP,#N/A,#N/A,11
OQO-11470811-V-171921-YL,#N/A,#N/A,8
OQO-54709000-M-215821-Gh,#N/A,#N/A,9
OQQ-62554738-M-484104-wS,Oklahoma City,Oklahoma,7
OQQ-69478831-H-328927-qe,#N/A,#N/A,6
OQQ-72579220-5-974038-rn,#N/A,#N/A,12
OQQ-92283713-I-868178-CU,#N/A,#N/A,10
OQR-39379727-e-616261-yo,#N/A,#N/A,3
OQR-44899668-s-096828-1f,Fort Worth,Texas,10
OQR-48141238-e-469092-Gh,Dallas,Texas,13
OQR-96777583-5-728456-Ca,#N/A,#N/A,13
OQT-30082739-p-976840-Tr,#N/A,#N/A,6
OQT-39566438-U-511520-Ex,#N/A,#N/A,10
OQT-75176186-8-965577-yB,Berkeley,California,5
OQT-85177364-P-775411-AB,Vancouver,Washington,12
OQT-99335657-J-996994-W5,#N/A,#N/A,11
OQV-18298139-2-855673-Pg,#N/A,#N/A,1
OQV-72777479-I-501239-tN,#N/A,#N/A,10
OQW-01462731-X-715676-uV,#N/A,#N/A,4
OQW-02796240-y-956206-d9,#N/A,#N/A,5
OQX-61965816-c-580340-Kz,New Orleans,Louisiana,13
OQY-70508192-x-817911-O0,#N/A,#N/A,0
OQZ-20369098-Y-343905-cL,#N/A,#N/A,9
ORA-28675700-d-569935-O8,#N/A,#N/A,8
ORB-65659063-v-084705-nA,#N/A,#N/A,11
ORB-98507072-T-252344-9Z,Springfield,Massachusetts,8
ORC-22092620-Q-350046-gP,#N/A,#N/A,10
ORC-40055218-K-574982-nb,#N/A,#N/A,9
ORD-16255726-J-176004-sy,Elizabeth,New Jersey,9
ORE-36998348-8-334627-rc,#N/A,#N/A,1
ORE-49445345-7-879511-FT,#N/A,#N/A,1
ORE-85008355-Y-861607-i9,Houston,Texas,5
ORF-85397463-P-599345-pS,Washington,District of Columbia,7
ORG-44681304-O-942244-2D,#N/A,#N/A,2
ORJ-25763285-E-136965-7f,Milwaukee,Wisconsin,4
ORJ-38835728-d-697132-mu,#N/A,#N/A,13
ORK-13680409-N-583121-pZ,#N/A,#N/A,1
ORL-12119008-5-327034-7t,#N/A,#N/A,3
ORL-92234847-E-436704-9H,#N/A,#N/A,3
ORM-46460316-h-477213-Zh,Jacksonville,Florida,1
ORM-52977243-8-271725-5p,#N/A,#N/A,2
ORM-85367360-k-289807-xd,#N/A,#N/A,8
ORM-99490121-j-497396-RO,#N/A,#N/A,2
ORN-30936853-C-470431-7F,#N/A,#N/A,0
ORO-67533009-Z-212558-cA,#N/A,#N/A,10
ORO-92972257-8-969886-mT,Mesa,Arizona,3
ORP-43680925-V-011640-4g,San Francisco,California,5
ORP-75958199-d-501990-dt,#N/A,#N/A,4
ORQ-23812773-o-921639-CJ,#N/A,#N/A,13
ORQ-29125115-5-981050-4k,#N/A,#N/A,6
ORQ-34808734-e-888640-fX,Miami,Florida,3
ORQ-73867135-T-218413-ig,Los Angeles,California,9
ORQ-89797578-U-542422-a0,#N/A,#N/A,9
ORS-92886373-i-017064-Km,Champaign,Illinois,6
ORU-76668028-k-113007-Xh,Los Angeles,California,5
ORV-13387510-1-741548-KI,Des Moines,Iowa,1
ORV-56246292-u-752798-oQ,#N/A,#N/A,12
ORV-81839542-6-047896-jQ,#N/A,#N/A,12
ORW-00257827-E-236795-jA,Detroit,Michigan,3
ORW-56838828-R-749758-Zy,Kansas City,Missouri,3
ORX-30619740-1-278733-4F,#N/A,#N/A,11
ORX-73662792-s-868763-zc,Tulsa,Oklahoma,4
ORY-03274071-D-584421-gJ,Huntsville,Texas,9
ORZ-54712714-g-265329-59,#N/A,#N/A,7
OSA-53263534-l-192915-QL,#N/A,#N/A,11
OSB-37395966-l-107122-Uc,El Paso,Texas,5
OSB-77484955-D-454843-nX,#N/A,#N/A,10
OSB-94808603-9-762798-1v,#N/A,#N/A,9
OSC-03326396-5-498513-oF,#N/A,#N/A,3
OSC-89120150-w-690898-56,Dayton,Ohio,4
OSD-21617500-E-052078-Ic,#N/A,#N/A,3
OSE-55355216-h-312068-zY,#N/A,#N/A,4
OSE-58182788-y-039716-g1,El Paso,Texas,4
OSG-57891452-o-792822-vu,Atlanta,Georgia,0
